Province_State,Country_Region,Date,RecoveredCases
Kazakhstan,Kazakhstan,02/01/2020,0
French Polynesia,France,02/01/2020,0
Manitoba,Canada,02/01/2020,0
Saskatchewan,Canada,02/01/2020,0
Ethiopia,Ethiopia,02/01/2020,0
Sudan,Sudan,02/01/2020,0
Kenya,Kenya,02/01/2020,0
Guinea,Guinea,02/01/2020,0
Grand Princess,Canada,02/01/2020,0
Antigua and Barbuda,Antigua and Barbuda,02/01/2020,0
Alabama,US,02/01/2020,0
Uruguay,Uruguay,02/01/2020,0
Ghana,Ghana,02/01/2020,0
Puerto Rico,US,02/01/2020,0
Namibia,Namibia,02/01/2020,0
Seychelles,Seychelles,02/01/2020,0
Trinidad and Tobago,Trinidad and Tobago,02/01/2020,0
Venezuela,Venezuela,02/01/2020,0
Eswatini,Eswatini,02/01/2020,0
Gabon,Gabon,02/01/2020,0
Guatemala,Guatemala,02/01/2020,0
Mauritania,Mauritania,02/01/2020,0
Rwanda,Rwanda,02/01/2020,0
Saint Lucia,Saint Lucia,02/01/2020,0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,02/01/2020,0
Suriname,Suriname,02/01/2020,0
French Guiana,France,02/01/2020,0
Guam,US,02/01/2020,0
Kosovo,Kosovo,02/01/2020,0
Newfoundland and Labrador,Canada,02/01/2020,0
Prince Edward Island,Canada,02/01/2020,0
Central African Republic,Central African Republic,02/01/2020,0
Congo (Brazzaville),Congo (Brazzaville),02/01/2020,0
Equatorial Guinea,Equatorial Guinea,02/01/2020,0
Mayotte,France,02/01/2020,0
Uzbekistan,Uzbekistan,02/01/2020,0
Netherlands,Netherlands,02/01/2020,0
Nova Scotia,Canada,02/01/2020,0
Guadeloupe,France,02/01/2020,0
Benin,Benin,02/01/2020,0
Liberia,Liberia,02/01/2020,0
Curacao,Netherlands,02/01/2020,0
Somalia,Somalia,02/01/2020,0
Tanzania,Tanzania,02/01/2020,0
Virgin Islands,US,02/01/2020,0
Cayman Islands,United Kingdom,02/01/2020,0
Reunion,France,02/01/2020,0
Barbados,Barbados,02/01/2020,0
Montenegro,Montenegro,02/01/2020,0
Kyrgyzstan,Kyrgyzstan,02/01/2020,0
Mauritius,Mauritius,02/01/2020,0
Aruba,Netherlands,02/01/2020,0
Zambia,Zambia,02/01/2020,0
Djibouti,Djibouti,02/01/2020,0
Gambia The,Gambia The,02/01/2020,0
Montserrat,United Kingdom,02/01/2020,0
Bahamas The,Bahamas The,02/01/2020,0
Greenland,Denmark,02/01/2020,0
New Caledonia,France,02/01/2020,0
Bermuda,United Kingdom,02/01/2020,0
Chad,Chad,02/01/2020,0
El Salvador,El Salvador,02/01/2020,0
Fiji,Fiji,02/01/2020,0
Nicaragua,Nicaragua,02/01/2020,0
Madagascar,Madagascar,02/01/2020,0
Haiti,Haiti,02/01/2020,0
Angola,Angola,02/01/2020,0
Cabo Verde,Cabo Verde,02/01/2020,0
Sint Maarten,Netherlands,02/01/2020,0
Niger,Niger,02/01/2020,0
Papua New Guinea,Papua New Guinea,02/01/2020,0
Isle of Man,United Kingdom,02/01/2020,0
Zimbabwe,Zimbabwe,02/01/2020,0
Northwest Territories,Canada,02/01/2020,0
Cape Verde,Cape Verde,02/01/2020,0
East Timor,East Timor,02/01/2020,0
Eritrea,Eritrea,02/01/2020,0
Uganda,Uganda,02/01/2020,0
Thailand,Thailand,02/02/2020,5
Japan,Japan,02/02/2020,1
Singapore,Singapore,02/02/2020,0
Nepal,Nepal,02/02/2020,0
Malaysia,Malaysia,02/02/2020,0
British Columbia,Canada,02/02/2020,0
New South Wales,Australia,02/02/2020,2
Victoria,Australia,02/02/2020,0
Queensland,Australia,02/02/2020,0
Cambodia,Cambodia,02/02/2020,0
Sri Lanka,Sri Lanka,02/02/2020,0
Germany,Germany,02/02/2020,0
Finland,Finland,02/02/2020,0
United Arab Emirates,United Arab Emirates,02/02/2020,0
Philippines,Philippines,02/02/2020,0
India,India,02/02/2020,0
Italy,Italy,02/02/2020,0
Sweden,Sweden,02/02/2020,0
Spain,Spain,02/02/2020,0
South Australia,Australia,02/02/2020,0
Belgium,Belgium,02/02/2020,0
Egypt,Egypt,02/02/2020,0
From Diamond Princess,Australia,02/02/2020,0
Lebanon,Lebanon,02/02/2020,0
Iraq,Iraq,02/02/2020,0
Oman,Oman,02/02/2020,0
Afghanistan,Afghanistan,02/02/2020,0
Bahrain,Bahrain,02/02/2020,0
Kuwait,Kuwait,02/02/2020,0
Algeria,Algeria,02/02/2020,0
Croatia,Croatia,02/02/2020,0
Switzerland,Switzerland,02/02/2020,0
Austria,Austria,02/02/2020,0
Israel,Israel,02/02/2020,0
Pakistan,Pakistan,02/02/2020,0
Brazil,Brazil,02/02/2020,0
Georgia,Georgia,02/02/2020,0
Greece,Greece,02/02/2020,0
North Macedonia,North Macedonia,02/02/2020,0
Norway,Norway,02/02/2020,0
Romania,Romania,02/02/2020,0
Estonia,Estonia,02/02/2020,0
San Marino,San Marino,02/02/2020,0
Belarus,Belarus,02/02/2020,0
Iceland,Iceland,02/02/2020,0
Lithuania,Lithuania,02/02/2020,0
Mexico,Mexico,02/02/2020,0
New Zealand,New Zealand,02/02/2020,0
Nigeria,Nigeria,02/02/2020,0
Western Australia,Australia,02/02/2020,0
Ireland,Ireland,02/02/2020,0
Luxembourg,Luxembourg,02/02/2020,0
Monaco,Monaco,02/02/2020,0
Qatar,Qatar,02/02/2020,0
Ecuador,Ecuador,02/02/2020,0
Azerbaijan,Azerbaijan,02/02/2020,0
Armenia,Armenia,02/02/2020,0
Dominican Republic,Dominican Republic,02/02/2020,0
Indonesia,Indonesia,02/02/2020,0
Portugal,Portugal,02/02/2020,0
Andorra,Andorra,02/02/2020,0
Tasmania,Australia,02/02/2020,0
Latvia,Latvia,02/02/2020,0
Morocco,Morocco,02/02/2020,0
Saudi Arabia,Saudi Arabia,02/02/2020,0
Senegal,Senegal,02/02/2020,0
Argentina,Argentina,02/02/2020,0
Chile,Chile,02/02/2020,0
Jordan,Jordan,02/02/2020,0
Ukraine,Ukraine,02/02/2020,0
Hungary,Hungary,02/02/2020,0
Northern Territory,Australia,02/02/2020,0
Liechtenstein,Liechtenstein,02/02/2020,0
Poland,Poland,02/02/2020,0
Tunisia,Tunisia,02/02/2020,0
Bosnia and Herzegovina,Bosnia and Herzegovina,02/02/2020,0
Slovenia,Slovenia,02/02/2020,0
South Africa,South Africa,02/02/2020,0
Bhutan,Bhutan,02/02/2020,0
Cameroon,Cameroon,02/02/2020,0
Colombia,Colombia,02/02/2020,0
Costa Rica,Costa Rica,02/02/2020,0
Peru,Peru,02/02/2020,0
Serbia,Serbia,02/02/2020,0
Slovakia,Slovakia,02/02/2020,0
Togo,Togo,02/02/2020,0
Malta,Malta,02/02/2020,0
Martinique,Martinique,02/02/2020,0
Bulgaria,Bulgaria,02/02/2020,0
Maldives,Maldives,02/02/2020,0
Bangladesh,Bangladesh,02/02/2020,0
Paraguay,Paraguay,02/02/2020,0
Ontario,Canada,02/02/2020,0
Alberta,Canada,02/02/2020,0
Quebec,Canada,02/02/2020,0
Albania,Albania,02/02/2020,0
Cyprus,Cyprus,02/02/2020,0
Brunei,Brunei,02/02/2020,0
Washington,US,02/02/2020,0
New York,US,02/02/2020,0
California,US,02/02/2020,0
Massachusetts,US,02/02/2020,0
Diamond Princess,US,02/02/2020,0
Grand Princess,US,02/02/2020,0
Georgia,US,02/02/2020,0
Colorado,US,02/02/2020,0
Florida,US,02/02/2020,0
New Jersey,US,02/02/2020,0
Oregon,US,02/02/2020,0
Texas,US,02/02/2020,0
Illinois,US,02/02/2020,0
Pennsylvania,US,02/02/2020,0
Iowa,US,02/02/2020,0
Maryland,US,02/02/2020,0
North Carolina,US,02/02/2020,0
South Carolina,US,02/02/2020,0
Tennessee,US,02/02/2020,0
Virginia,US,02/02/2020,0
Arizona,US,02/02/2020,0
Indiana,US,02/02/2020,0
Kentucky,US,02/02/2020,0
District of Columbia,US,02/02/2020,0
Nevada,US,02/02/2020,0
New Hampshire,US,02/02/2020,0
Minnesota,US,02/02/2020,0
Nebraska,US,02/02/2020,0
Ohio,US,02/02/2020,0
Rhode Island,US,02/02/2020,0
Wisconsin,US,02/02/2020,0
Connecticut,US,02/02/2020,0
Hawaii,US,02/02/2020,0
Oklahoma,US,02/02/2020,0
Utah,US,02/02/2020,0
Burkina Faso,Burkina Faso,02/02/2020,0
Holy See,Holy See,02/02/2020,0
Mongolia,Mongolia,02/02/2020,0
Panama,Panama,02/02/2020,0
Kansas,US,02/02/2020,0
Louisiana,US,02/02/2020,0
Missouri,US,02/02/2020,0
Vermont,US,02/02/2020,0
Alaska,US,02/02/2020,0
Arkansas,US,02/02/2020,0
Delaware,US,02/02/2020,0
Idaho,US,02/02/2020,0
Maine,US,02/02/2020,0
Michigan,US,02/02/2020,0
Mississippi,US,02/02/2020,0
Montana,US,02/02/2020,0
New Mexico,US,02/02/2020,0
North Dakota,US,02/02/2020,0
South Dakota,US,02/02/2020,0
West Virginia,US,02/02/2020,0
Wyoming,US,02/02/2020,0
Hubei,China,02/02/2020,295
Iran,Iran,02/02/2020,0
Korea South,Korea South,02/02/2020,0
France,France,02/02/2020,0
Guangdong,China,02/02/2020,15
Henan,China,02/02/2020,10
Zhejiang,China,02/02/2020,32
Hunan,China,02/02/2020,16
Anhui,China,02/02/2020,7
Jiangxi,China,02/02/2020,12
Shandong,China,02/02/2020,6
Diamond Princess,Cruise Ship,02/02/2020,0
Jiangsu,China,02/02/2020,7
Chongqing,China,02/02/2020,7
Sichuan,China,02/02/2020,11
Heilongjiang,China,02/02/2020,2
Denmark,Denmark,02/02/2020,0
Beijing,China,02/02/2020,9
Shanghai,China,02/02/2020,10
Hebei,China,02/02/2020,3
Fujian,China,02/02/2020,0
Guangxi,China,02/02/2020,2
Shaanxi,China,02/02/2020,0
Yunnan,China,02/02/2020,3
Hainan,China,02/02/2020,4
Guizhou,China,02/02/2020,2
Tianjin,China,02/02/2020,1
Shanxi,China,02/02/2020,3
Gansu,China,02/02/2020,3
Hong Kong,China,02/02/2020,0
Liaoning,China,02/02/2020,1
Jilin,China,02/02/2020,1
Czechia,Czechia,02/02/2020,0
Xinjiang,China,02/02/2020,0
Inner Mongolia,China,02/02/2020,1
Ningxia,China,02/02/2020,0
Taiwan*,Taiwan*,02/02/2020,0
Vietnam,Vietnam,02/02/2020,1
Russia,Russia,02/02/2020,0
Qinghai,China,02/02/2020,0
Macau,China,02/02/2020,0
Moldova,Moldova,02/02/2020,0
Bolivia,Bolivia,02/02/2020,0
Faroe Islands,Denmark,02/02/2020,0
St Martin,France,02/02/2020,0
Honduras,Honduras,02/02/2020,0
Channel Islands,United Kingdom,02/02/2020,0
New Brunswick,Canada,02/02/2020,0
Tibet,China,02/02/2020,0
Congo (Kinshasa),Congo (Kinshasa),02/02/2020,0
Cote d'Ivoire,Cote d'Ivoire,02/02/2020,0
Saint Barthelemy,France,02/02/2020,0
Jamaica,Jamaica,02/02/2020,0
Turkey,Turkey,02/02/2020,0
Gibraltar,United Kingdom,02/02/2020,0
Kitsap WA,US,02/02/2020,0
Solano CA,US,02/02/2020,0
Santa Cruz CA,US,02/02/2020,0
Napa CA,US,02/02/2020,0
Ventura CA,US,02/02/2020,0
Worcester MA,US,02/02/2020,0
Gwinnett GA,US,02/02/2020,0
DeKalb GA,US,02/02/2020,0
Floyd GA,US,02/02/2020,0
Fayette GA,US,02/02/2020,0
Gregg TX,US,02/02/2020,0
Monmouth NJ,US,02/02/2020,0
Burlington NJ,US,02/02/2020,0
Camden NJ,US,02/02/2020,0
Passaic NJ,US,02/02/2020,0
Union NJ,US,02/02/2020,0
Eagle CO,US,02/02/2020,0
Larimer CO,US,02/02/2020,0
Arapahoe CO,US,02/02/2020,0
Gunnison CO,US,02/02/2020,0
Kane IL,US,02/02/2020,0
Monroe PA,US,02/02/2020,0
Philadelphia PA,US,02/02/2020,0
Norfolk VA,US,02/02/2020,0
Arlington VA,US,02/02/2020,0
Spotsylvania VA,US,02/02/2020,0
Loudoun VA,US,02/02/2020,0
Prince George's MD,US,02/02/2020,0
Pottawattamie IA,US,02/02/2020,0
Camden NC,US,02/02/2020,0
Pima AZ,US,02/02/2020,0
Noble IN,US,02/02/2020,0
Adams IN,US,02/02/2020,0
Boone IN,US,02/02/2020,0
Dane WI,US,02/02/2020,0
Pierce WI,US,02/02/2020,0
Cuyahoga OH,US,02/02/2020,0
Weber UT,US,02/02/2020,0
Bennington County VT,US,02/02/2020,0
Carver County MN,US,02/02/2020,0
Charlotte County FL,US,02/02/2020,0
Cherokee County GA,US,02/02/2020,0
Collin County TX,US,02/02/2020,0
Jefferson County KY,US,02/02/2020,0
Jefferson Parish LA,US,02/02/2020,0
Shasta County CA,US,02/02/2020,0
Spartanburg County SC,US,02/02/2020,0
Harrison County KY,US,02/02/2020,0
Johnson County IA,US,02/02/2020,0
Berkshire County MA,US,02/02/2020,0
Davidson County TN,US,02/02/2020,0
Douglas County OR,US,02/02/2020,0
Fresno County CA,US,02/02/2020,0
Harford County MD,US,02/02/2020,0
Hendricks County IN,US,02/02/2020,0
Hudson County NJ,US,02/02/2020,0
Johnson County KS,US,02/02/2020,0
Kittitas County WA,US,02/02/2020,0
Manatee County FL,US,02/02/2020,0
Marion County OR,US,02/02/2020,0
Okaloosa County FL,US,02/02/2020,0
Polk County GA,US,02/02/2020,0
Riverside County CA,US,02/02/2020,0
Shelby County TN,US,02/02/2020,0
St. Louis County MO,US,02/02/2020,0
Suffolk County NY,US,02/02/2020,0
Ulster County NY,US,02/02/2020,0
Volusia County FL,US,02/02/2020,0
Fairfax County VA,US,02/02/2020,0
Rockingham County NH,US,02/02/2020,0
Washington D.C.,US,02/02/2020,0
Montgomery County PA,US,02/02/2020,0
Alameda County CA,US,02/02/2020,0
Broward County FL,US,02/02/2020,0
Lee County FL,US,02/02/2020,0
Pinal County AZ,US,02/02/2020,0
Rockland County NY,US,02/02/2020,0
Saratoga County NY,US,02/02/2020,0
Charleston County SC,US,02/02/2020,0
Clark County WA,US,02/02/2020,0
Cobb County GA,US,02/02/2020,0
Davis County UT,US,02/02/2020,0
El Paso County CO,US,02/02/2020,0
Honolulu County HI,US,02/02/2020,0
Jackson County OR ,US,02/02/2020,0
Jefferson County WA,US,02/02/2020,0
Kershaw County SC,US,02/02/2020,0
Klamath County OR,US,02/02/2020,0
Madera County CA,US,02/02/2020,0
Pierce County WA,US,02/02/2020,0
Tulsa County OK,US,02/02/2020,0
Douglas County CO,US,02/02/2020,0
Providence County RI,US,02/02/2020,0
Chatham County NC,US,02/02/2020,0
Delaware County PA,US,02/02/2020,0
Douglas County NE,US,02/02/2020,0
Fayette County KY,US,02/02/2020,0
Marion County IN,US,02/02/2020,0
Middlesex County MA,US,02/02/2020,0
Nassau County NY,US,02/02/2020,0
Ramsey County MN,US,02/02/2020,0
Washoe County NV,US,02/02/2020,0
Wayne County PA,US,02/02/2020,0
Yolo County CA,US,02/02/2020,0
Santa Clara County CA,US,02/02/2020,0
Clark County NV,US,02/02/2020,0
Fort Bend County TX,US,02/02/2020,0
Grant County WA,US,02/02/2020,0
Santa Rosa County FL,US,02/02/2020,0
Williamson County TN,US,02/02/2020,0
New York County NY,US,02/02/2020,0
Montgomery County MD,US,02/02/2020,0
Suffolk County MA,US,02/02/2020,0
Denver County CO,US,02/02/2020,0
Summit County CO,US,02/02/2020,0
Bergen County NJ,US,02/02/2020,0
Harris County TX,US,02/02/2020,0
San Francisco County CA,US,02/02/2020,0
Contra Costa County CA,US,02/02/2020,0
Orange County CA,US,02/02/2020,0
Norfolk County MA,US,02/02/2020,0
Maricopa County AZ,US,02/02/2020,0
Wake County NC,US,02/02/2020,0
Westchester County NY,US,02/02/2020,0
Grafton County NH,US,02/02/2020,0
Hillsborough FL,US,02/02/2020,0
Placer County CA,US,02/02/2020,0
San Mateo CA,US,02/02/2020,0
Sonoma County CA,US,02/02/2020,0
Umatilla OR,US,02/02/2020,0
Fulton County GA,US,02/02/2020,0
Washington County OR,US,02/02/2020,0
Snohomish County WA,US,02/02/2020,0
Humboldt County CA,US,02/02/2020,0
Sacramento County CA,US,02/02/2020,0
San Diego County CA,US,02/02/2020,0
San Benito CA,US,02/02/2020,0
Los Angeles CA,US,02/02/2020,0
King County WA,US,02/02/2020,0
Cook County IL,US,02/02/2020,0
Skagit WA,US,02/02/2020,0
Thurston WA,US,02/02/2020,0
Island WA,US,02/02/2020,0
Whatcom WA,US,02/02/2020,0
Marin CA,US,02/02/2020,0
Calaveras CA,US,02/02/2020,0
Stanislaus CA,US,02/02/2020,0
San Joaquin CA,US,02/02/2020,0
Essex MA,US,02/02/2020,0
Charlton GA,US,02/02/2020,0
Collier FL,US,02/02/2020,0
Pinellas FL,US,02/02/2020,0
Alachua FL,US,02/02/2020,0
Nassau FL,US,02/02/2020,0
Pasco FL,US,02/02/2020,0
Dallas TX,US,02/02/2020,0
Tarrant TX,US,02/02/2020,0
Montgomery TX,US,02/02/2020,0
Middlesex NJ,US,02/02/2020,0
Jefferson CO,US,02/02/2020,0
Multnomah OR,US,02/02/2020,0
Polk OR,US,02/02/2020,0
Deschutes OR,US,02/02/2020,0
McHenry IL,US,02/02/2020,0
Lake IL,US,02/02/2020,0
Bucks PA,US,02/02/2020,0
Hanover VA,US,02/02/2020,0
Lancaster SC,US,02/02/2020,0
Sullivan TN,US,02/02/2020,0
Johnson IN,US,02/02/2020,0
Howard IN,US,02/02/2020,0
St. Joseph IN,US,02/02/2020,0
Knox NE,US,02/02/2020,0
Stark OH,US,02/02/2020,0
Anoka MN,US,02/02/2020,0
Olmsted MN,US,02/02/2020,0
Summit UT,US,02/02/2020,0
Fairfield CT,US,02/02/2020,0
Litchfield CT,US,02/02/2020,0
Orleans LA,US,02/02/2020,0
Pennington SD,US,02/02/2020,0
Beadle SD,US,02/02/2020,0
Charles Mix SD,US,02/02/2020,0
Davison SD,US,02/02/2020,0
Minnehaha SD,US,02/02/2020,0
Bon Homme SD,US,02/02/2020,0
Socorro NM,US,02/02/2020,0
Bernalillo NM,US,02/02/2020,0
Oakland MI,US,02/02/2020,0
Wayne MI,US,02/02/2020,0
New Castle DE,US,02/02/2020,0
Cuba,Cuba,02/02/2020,0
Guyana,Guyana,02/02/2020,0
Australian Capital Territory,Australia,02/02/2020,0
United Kingdom,United Kingdom,02/02/2020,0
Kazakhstan,Kazakhstan,02/02/2020,0
French Polynesia,France,02/02/2020,0
Manitoba,Canada,02/02/2020,0
Saskatchewan,Canada,02/02/2020,0
Ethiopia,Ethiopia,02/02/2020,0
Sudan,Sudan,02/02/2020,0
Kenya,Kenya,02/02/2020,0
Guinea,Guinea,02/02/2020,0
Grand Princess,Canada,02/02/2020,0
Antigua and Barbuda,Antigua and Barbuda,02/02/2020,0
Alabama,US,02/02/2020,0
Uruguay,Uruguay,02/02/2020,0
Ghana,Ghana,02/02/2020,0
Puerto Rico,US,02/02/2020,0
Namibia,Namibia,02/02/2020,0
Seychelles,Seychelles,02/02/2020,0
Trinidad and Tobago,Trinidad and Tobago,02/02/2020,0
Venezuela,Venezuela,02/02/2020,0
Eswatini,Eswatini,02/02/2020,0
Gabon,Gabon,02/02/2020,0
Guatemala,Guatemala,02/02/2020,0
Mauritania,Mauritania,02/02/2020,0
Rwanda,Rwanda,02/02/2020,0
Saint Lucia,Saint Lucia,02/02/2020,0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,02/02/2020,0
Suriname,Suriname,02/02/2020,0
French Guiana,France,02/02/2020,0
Guam,US,02/02/2020,0
Kosovo,Kosovo,02/02/2020,0
Newfoundland and Labrador,Canada,02/02/2020,0
Prince Edward Island,Canada,02/02/2020,0
Central African Republic,Central African Republic,02/02/2020,0
Congo (Brazzaville),Congo (Brazzaville),02/02/2020,0
Equatorial Guinea,Equatorial Guinea,02/02/2020,0
Mayotte,France,02/02/2020,0
Uzbekistan,Uzbekistan,02/02/2020,0
Netherlands,Netherlands,02/02/2020,0
Nova Scotia,Canada,02/02/2020,0
Guadeloupe,France,02/02/2020,0
Benin,Benin,02/02/2020,0
Liberia,Liberia,02/02/2020,0
Curacao,Netherlands,02/02/2020,0
Somalia,Somalia,02/02/2020,0
Tanzania,Tanzania,02/02/2020,0
Virgin Islands,US,02/02/2020,0
Cayman Islands,United Kingdom,02/02/2020,0
Reunion,France,02/02/2020,0
Barbados,Barbados,02/02/2020,0
Montenegro,Montenegro,02/02/2020,0
Kyrgyzstan,Kyrgyzstan,02/02/2020,0
Mauritius,Mauritius,02/02/2020,0
Aruba,Netherlands,02/02/2020,0
Zambia,Zambia,02/02/2020,0
Djibouti,Djibouti,02/02/2020,0
Gambia The,Gambia The,02/02/2020,0
Montserrat,United Kingdom,02/02/2020,0
Bahamas The,Bahamas The,02/02/2020,0
Greenland,Denmark,02/02/2020,0
New Caledonia,France,02/02/2020,0
Bermuda,United Kingdom,02/02/2020,0
Chad,Chad,02/02/2020,0
El Salvador,El Salvador,02/02/2020,0
Fiji,Fiji,02/02/2020,0
Nicaragua,Nicaragua,02/02/2020,0
Madagascar,Madagascar,02/02/2020,0
Haiti,Haiti,02/02/2020,0
Angola,Angola,02/02/2020,0
Cabo Verde,Cabo Verde,02/02/2020,0
Sint Maarten,Netherlands,02/02/2020,0
Niger,Niger,02/02/2020,0
Papua New Guinea,Papua New Guinea,02/02/2020,0
Isle of Man,United Kingdom,02/02/2020,0
Zimbabwe,Zimbabwe,02/02/2020,0
Northwest Territories,Canada,02/02/2020,0
Cape Verde,Cape Verde,02/02/2020,0
East Timor,East Timor,02/02/2020,0
Eritrea,Eritrea,02/02/2020,0
Uganda,Uganda,02/02/2020,0
Thailand,Thailand,02/03/2020,5
Japan,Japan,02/03/2020,1
Singapore,Singapore,02/03/2020,0
Nepal,Nepal,02/03/2020,0
Malaysia,Malaysia,02/03/2020,0
British Columbia,Canada,02/03/2020,0
New South Wales,Australia,02/03/2020,2
Victoria,Australia,02/03/2020,0
Queensland,Australia,02/03/2020,0
Cambodia,Cambodia,02/03/2020,0
Sri Lanka,Sri Lanka,02/03/2020,0
Germany,Germany,02/03/2020,0
Finland,Finland,02/03/2020,0
United Arab Emirates,United Arab Emirates,02/03/2020,0
Philippines,Philippines,02/03/2020,0
India,India,02/03/2020,0
Italy,Italy,02/03/2020,0
Sweden,Sweden,02/03/2020,0
Spain,Spain,02/03/2020,0
South Australia,Australia,02/03/2020,0
Belgium,Belgium,02/03/2020,0
Egypt,Egypt,02/03/2020,0
From Diamond Princess,Australia,02/03/2020,0
Lebanon,Lebanon,02/03/2020,0
Iraq,Iraq,02/03/2020,0
Oman,Oman,02/03/2020,0
Afghanistan,Afghanistan,02/03/2020,0
Bahrain,Bahrain,02/03/2020,0
Kuwait,Kuwait,02/03/2020,0
Algeria,Algeria,02/03/2020,0
Croatia,Croatia,02/03/2020,0
Switzerland,Switzerland,02/03/2020,0
Austria,Austria,02/03/2020,0
Israel,Israel,02/03/2020,0
Pakistan,Pakistan,02/03/2020,0
Brazil,Brazil,02/03/2020,0
Georgia,Georgia,02/03/2020,0
Greece,Greece,02/03/2020,0
North Macedonia,North Macedonia,02/03/2020,0
Norway,Norway,02/03/2020,0
Romania,Romania,02/03/2020,0
Estonia,Estonia,02/03/2020,0
San Marino,San Marino,02/03/2020,0
Belarus,Belarus,02/03/2020,0
Iceland,Iceland,02/03/2020,0
Lithuania,Lithuania,02/03/2020,0
Mexico,Mexico,02/03/2020,0
New Zealand,New Zealand,02/03/2020,0
Nigeria,Nigeria,02/03/2020,0
Western Australia,Australia,02/03/2020,0
Ireland,Ireland,02/03/2020,0
Luxembourg,Luxembourg,02/03/2020,0
Monaco,Monaco,02/03/2020,0
Qatar,Qatar,02/03/2020,0
Ecuador,Ecuador,02/03/2020,0
Azerbaijan,Azerbaijan,02/03/2020,0
Armenia,Armenia,02/03/2020,0
Dominican Republic,Dominican Republic,02/03/2020,0
Indonesia,Indonesia,02/03/2020,0
Portugal,Portugal,02/03/2020,0
Andorra,Andorra,02/03/2020,0
Tasmania,Australia,02/03/2020,0
Latvia,Latvia,02/03/2020,0
Morocco,Morocco,02/03/2020,0
Saudi Arabia,Saudi Arabia,02/03/2020,0
Senegal,Senegal,02/03/2020,0
Argentina,Argentina,02/03/2020,0
Chile,Chile,02/03/2020,0
Jordan,Jordan,02/03/2020,0
Ukraine,Ukraine,02/03/2020,0
Hungary,Hungary,02/03/2020,0
Northern Territory,Australia,02/03/2020,0
Liechtenstein,Liechtenstein,02/03/2020,0
Poland,Poland,02/03/2020,0
Tunisia,Tunisia,02/03/2020,0
Bosnia and Herzegovina,Bosnia and Herzegovina,02/03/2020,0
Slovenia,Slovenia,02/03/2020,0
South Africa,South Africa,02/03/2020,0
Bhutan,Bhutan,02/03/2020,0
Cameroon,Cameroon,02/03/2020,0
Colombia,Colombia,02/03/2020,0
Costa Rica,Costa Rica,02/03/2020,0
Peru,Peru,02/03/2020,0
Serbia,Serbia,02/03/2020,0
Slovakia,Slovakia,02/03/2020,0
Togo,Togo,02/03/2020,0
Malta,Malta,02/03/2020,0
Martinique,Martinique,02/03/2020,0
Bulgaria,Bulgaria,02/03/2020,0
Maldives,Maldives,02/03/2020,0
Bangladesh,Bangladesh,02/03/2020,0
Paraguay,Paraguay,02/03/2020,0
Ontario,Canada,02/03/2020,0
Alberta,Canada,02/03/2020,0
Quebec,Canada,02/03/2020,0
Albania,Albania,02/03/2020,0
Cyprus,Cyprus,02/03/2020,0
Brunei,Brunei,02/03/2020,0
Washington,US,02/03/2020,0
New York,US,02/03/2020,0
California,US,02/03/2020,0
Massachusetts,US,02/03/2020,0
Diamond Princess,US,02/03/2020,0
Grand Princess,US,02/03/2020,0
Georgia,US,02/03/2020,0
Colorado,US,02/03/2020,0
Florida,US,02/03/2020,0
New Jersey,US,02/03/2020,0
Oregon,US,02/03/2020,0
Texas,US,02/03/2020,0
Illinois,US,02/03/2020,0
Pennsylvania,US,02/03/2020,0
Iowa,US,02/03/2020,0
Maryland,US,02/03/2020,0
North Carolina,US,02/03/2020,0
South Carolina,US,02/03/2020,0
Tennessee,US,02/03/2020,0
Virginia,US,02/03/2020,0
Arizona,US,02/03/2020,0
Indiana,US,02/03/2020,0
Kentucky,US,02/03/2020,0
District of Columbia,US,02/03/2020,0
Nevada,US,02/03/2020,0
New Hampshire,US,02/03/2020,0
Minnesota,US,02/03/2020,0
Nebraska,US,02/03/2020,0
Ohio,US,02/03/2020,0
Rhode Island,US,02/03/2020,0
Wisconsin,US,02/03/2020,0
Connecticut,US,02/03/2020,0
Hawaii,US,02/03/2020,0
Oklahoma,US,02/03/2020,0
Utah,US,02/03/2020,0
Burkina Faso,Burkina Faso,02/03/2020,0
Holy See,Holy See,02/03/2020,0
Mongolia,Mongolia,02/03/2020,0
Panama,Panama,02/03/2020,0
Kansas,US,02/03/2020,0
Louisiana,US,02/03/2020,0
Missouri,US,02/03/2020,0
Vermont,US,02/03/2020,0
Alaska,US,02/03/2020,0
Arkansas,US,02/03/2020,0
Delaware,US,02/03/2020,0
Idaho,US,02/03/2020,0
Maine,US,02/03/2020,0
Michigan,US,02/03/2020,0
Mississippi,US,02/03/2020,0
Montana,US,02/03/2020,0
New Mexico,US,02/03/2020,0
North Dakota,US,02/03/2020,0
South Dakota,US,02/03/2020,0
West Virginia,US,02/03/2020,0
Wyoming,US,02/03/2020,0
Hubei,China,02/03/2020,386
Iran,Iran,02/03/2020,0
Korea South,Korea South,02/03/2020,0
France,France,02/03/2020,0
Guangdong,China,02/03/2020,21
Henan,China,02/03/2020,16
Zhejiang,China,02/03/2020,43
Hunan,China,02/03/2020,22
Anhui,China,02/03/2020,14
Jiangxi,China,02/03/2020,18
Shandong,China,02/03/2020,7
